#,tx_hash,wallet,checkin_time_utc,block
1,0x9dd1c8f2406337f4eefa7934d062e9d83a24a1c6115d2493cc3d8548f18904b8,0xB7eA94F09f680eb246d3cfcF47D9b4b8acdf23bE,2026-06-14 12:49:33 UTC,473409334
2,0x63d63fba0f5baaa5763bdb7490a63e6cb6b6d4a0640c2203131777f059614ea6,0xF9574026E2Fcd0Ae3ee283FdaA67D3a219ef5491,2026-06-14 12:52:36 UTC,473410056
3,0xe367b35dcbc450b8bbc949ec07a5b27e59560bf2bbadd29b5d90a65539ec1dba,0xB629b3497247CA7B77035199F1710Be81128605A,2026-06-14 12:53:23 UTC,473410242
4,0x0685708ddc98d74487ae30f91c1c2ec40006b34ec271a19d9e3e49e7f1a47382,0xcD4C6c0a050eAA3B9aA024CCAC6977D455fB116a,2026-06-14 12:53:30 UTC,473410270
5,0x0f94d42e49759decde157568b96ce59918d88297e5b78829955fde5864351687,0x0400A2f8C8D62B9bb74FDeb3196aC86ed9507762,2026-06-14 12:54:00 UTC,473410389
6,0x35b136fa4507d614d8de303f549e80f63e44f656be37fcefa2734fe2225f53f8,0xC23B09841157A38a7ba064E4d1e9130d6B0F61e0,2026-06-14 12:55:11 UTC,473410674
7,0xa5c85bd668e273da7fc7ad29d805625aaaa950f35431036fd567f65d55cc05ca,0xd57Ee891367939F8E727A014e132CcfDD0476aB6,2026-06-14 12:57:33 UTC,473411235
8,0xf82da49504c2b7382c0302c89cf8184010fc83b8860ba95c5d7629b3deafc212,0xB8574F9b603F8bC8B204689FCC0491975Eb053df,2026-06-14 12:58:09 UTC,473411375
9,0x3f8e14bf50b1427222ae92c9506c5b566bb771b1f2448e97f6d5992464d3a9ba,0xE820f59454f77f46C085ebFc0ce6ACD5bb7EF46B,2026-06-14 13:00:15 UTC,473411873
10,0x5d2c40d77579e907a5c6cd99f345bc3edbeb2ac7430b086c4b64e23acd3bfae6,0x108965BCb91ce58679F8B9FE61eEd4121C39b643,2026-06-14 13:07:33 UTC,473413616
11,0x20619a4f9ce46a6b0e07718eebf268dfd3b40626e7c1559b8ace448237e08467,0x75f119589D1ed65EffE909EE910a8200F04797d3,2026-06-14 13:08:47 UTC,473413909
12,0x31abb98d5c396e315e5e89543f35021120806c86f650affbd04631c1e0d2a62a,0x8b31A414aedDBB6863c35aF8436B6687673447Ff,2026-06-14 13:09:02 UTC,473413968
13,0x65785452a3a7a6f56d9477e6efe8f4945ec2360c6f013fcb53af6d8a21b78f61,0x56276C36954735D2556D1F3ca9C821199F7A5671,2026-06-14 13:13:35 UTC,473415054
14,0x5b64e353c1b0b8458a9718abb2bdbcb8848b809d457c4d3546cc6575b6cf5737,0x635985EAC71cCb28f31556a2312b43a767Ae0d29,2026-06-14 13:18:18 UTC,473416178
15,0x93b47aceb394e83b875cbc2cb6d92ad8278681a1e37b07e2c3f7a71b03d9d918,0x6ca40A6b8798F3f021F745ABE20E218Ea67153fd,2026-06-14 13:21:59 UTC,473417048
16,0xa88965cc5c65425864d51b418ce351ff0b9b96610380addb65625b1397f09565,0xB01D40566bd7ba13d0397401ab750E1C11b26349,2026-06-14 13:28:36 UTC,473418615
17,0xcd32538f3f21866307d39d6241d7274d6528b9d0147ec0ed5a32062efb605127,0x8af6b5Af7015a33792d4755d9a1AfFc0b6Adb79F,2026-06-14 13:30:29 UTC,473419062
18,0xd61a9986e39bc16426a76751d8eb8a75608f2649b4f6fe23a9192914dea98ef0,0xCC5f4Ef239cac3A6440f8bF490a29598Fa0dFD63,2026-06-14 13:31:50 UTC,473419382
19,0x39b0d9f0b07b149b46bfdc5276d2e51726a419852fcb492db4aafeb080395524,0x9A61CA86cA6A90652417E4A30a3670B094928d7E,2026-06-14 13:36:57 UTC,473420604
20,0x20338230a3b94dc42063129f68cb60e1a78293d818b2618b80371f2b1d953f64,0x56AEfe905ff159Ae4f192CBb1033Cb1a9B0556d0,2026-06-14 13:42:20 UTC,473421881
21,0xcaf2006ced5bbd96301daa3848114ef84dbf4d80b4ddfa49fe1930dfea015af7,0x4C651BA44A2D2c240fbD0F98a9625f0Bf6268224,2026-06-14 13:43:13 UTC,473422096
22,0x6bb8f8345229702b973c7eefa0de6aa29491b4b424c7ae17c7749721efbc907d,0x3F938ecde4f82Be1FB6eb02636CeCa88CCef014f,2026-06-14 13:43:37 UTC,473422190
23,0x67e5478d684f580724ed2396771c3a912e3e10e9a81d627dab621ee3af8689e7,0x3473Ff346c78F5EB9Dc61b015B328d8Dabd3b073,2026-06-14 13:51:59 UTC,473424176
24,0x6ad3a0211902c9198329e5e8923d0b6bbcc73018b7597cdd806e2e5ff6cad059,0x4BDbf8279af3be14ED25e32fC9E8469bDD2c75be,2026-06-14 13:52:31 UTC,473424305
25,0x0d9f667f850b54b3f65beab92dc1887d93fb4f0c98f7eca43f905084392283c1,0xAbcBc717cfaAaCCA0B77Fd20A7A7638AB5885Cb5,2026-06-14 13:54:48 UTC,473424841
26,0x73e50da112175ba6352fc2aca411271bbc11bfc4625ceb4b856105669fcd0476,0x33b4EFF79D32622B043BE95eC26183Ae7ca8eE30,2026-06-14 13:58:38 UTC,473425759
27,0xd76e1c1c4bcd71afcb7540cd517a3ed03ab74653881915f447dbf221b7fcb892,0x968b1238000aa9C7386Ad83B50cc26691aFDA1FD,2026-06-14 13:58:43 UTC,473425776
28,0x65a4aa8ac9b7e9ba92cb0858630358077b80dffebe43aea53bd105d6b4cb597d,0xfa730DCcbE44CF5f0E89F055D175bd28fBEb3943,2026-06-14 14:18:50 UTC,473430564
29,0xbcbb5f450af50246012e9ec9cc52c83edfc185bc9422f6b2f8cd0bdb93af068d,0x3e6b13f7C3d9190F54E24B1CB16f08b16e9A52Fb,2026-06-14 14:19:46 UTC,473430785
30,0x0e1da5e838e2f888e5fbdbd9270a12951654566f604720cac5b058a63ca92486,0xB97F5AD0707734980Cf08223E00e3cC1dD5B29Df,2026-06-14 14:33:08 UTC,473433967
31,0x0c44eb1243a8a0aba40731fce9cb86cc183e6a5be92baa888ca59e5dfbe8bd03,0x7e39c00e96B07FBF02942D1A012B2403b6f66E8A,2026-06-14 14:38:26 UTC,473435237
32,0x4886a7d1cc2f476a42a9b9d174851d484ce7d7f3181976a034cdf791d3223858,0x06947125a7667fa6Bd5a7A46c5Ad9AB42f9203C3,2026-06-14 14:43:58 UTC,473436556
33,0xe67917c764f1b7bcae4755d8cb60401144303d1375b737d840dbb836c33ef13c,0x0A4Ab7aCA147F0F1500c617d1b8f881Adfaf2B2b,2026-06-14 14:51:31 UTC,473438362
34,0xa55a4dd934abc5d2c77da5e698aa2bf33a4dd9339fb79965065c39ac1541c40c,0xE77244CE0BEF9740f5c1900a51916f3f8D81a7C6,2026-06-14 15:09:51 UTC,473442716
35,0xd1c5f64b7920cdbc2ba1bf9ebe861ec378c576e50739ca0738a4fb86daa9d5e0,0x32173890fA8E2a639b661ADdcA6d90CdB51eA3a7,2026-06-14 15:18:33 UTC,473444776
36,0x6d97c6547fa690c90e02dcf5ffcdcdd7090f41d246642de436f76aa8a2c1ec6a,0xEc837F399F04381E19d0e278C1a6366161Bc9A08,2026-06-14 15:58:15 UTC,473454264
37,0x725dccdc48c882e49b3cfeb5e7dad0c5310e605e0f35a29c653a7214d39439c4,0x2851586f2179C6fd581BF3233bA8Af549094Ab34,2026-06-14 16:06:14 UTC,473456161
38,0x73ffa5986caa21f0b7d1e24c62498007e1bd21345d7cb909518cf5ab0da2eb8b,0xCB95a4442663A5e2AbAf1c49f7203F60E5F6adc9,2026-06-15 13:16:06 UTC,473759138
